ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
66,2026-06-03,Oliver,Brain Activation,5,Mindfulness & Grounding - 5-4-3-2-1 Method,,"Name 5 things you see, 4 you touch, 3 you hear, 2 you smell, and 1 you taste.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%205-4-3-2-1%20Method%20Name%205%20things%20you%20see%2C%204%20you%20touch%2C%203%20you%20hear%2C%202%20you%20smell%2C%20and%201%20you%20taste.,https://idunnoguesswho.github.io/snowflake/worksheets/66.html,,,,1
67,2026-06-03,Oliver,Brain Activation,10,Mindfulness & Grounding - Body Scan,,"Starting at the feet and moving to the head, notice each body part without trying to change anything.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%20Body%20Scan%20Starting%20at%20the%20feet%20and%20moving%20to%20the%20head%2C%20notice%20each%20body%20part%20without%20tryin,https://idunnoguesswho.github.io/snowflake/worksheets/67.html,,,,2
68,2026-06-03,Oliver,Brain Activation,5,Mindfulness & Grounding - Safe Place Visualization,,"Imagine a real or made-up place where you feel safe. Notice colours, sounds, smells, and temperature.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%20Safe%20Place%20Visualization%20Imagine%20a%20real%20or%20made-up%20place%20where%20you%20feel%20safe.%20Notice%20colours%2C%20sounds%2C%20sme,https://idunnoguesswho.github.io/snowflake/worksheets/68.html,,,,1
69,2026-06-03,Oliver,Brain Activation,10,Connection & Play - Two Truths and a Wish,,Each person shares two true things and one wish. Guess which one is the wish.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Two%20Truths%20and%20a%20Wish%20Each%20person%20shares%20two%20true%20things%20and%20one%20wish.%20Guess%20which%20one%20is%20the%20wish.,https://idunnoguesswho.github.io/snowflake/worksheets/69.html,,,,2
70,2026-06-03,Oliver,Brain Activation,5,"Connection & Play - Rose, Bud, Thorn",,"Share a rose, a thorn, and a bud: something good, something hard, and something to look forward to.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Rose%2C%20Bud%2C%20Thorn%20Share%20a%20rose%2C%20a%20thorn%2C%20and%20a%20bud%3A%20something%20good%2C%20something%20hard%2C%20and%20something%20,https://idunnoguesswho.github.io/snowflake/worksheets/70.html,,,,1
71,2026-06-03,Oliver,Brain Activation,10,Connection & Play - Compliment Circle,,Go around the table and have each person give one genuine compliment to everyone else.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Compliment%20Circle%20Go%20around%20the%20table%20and%20have%20each%20person%20give%20one%20genuine%20compliment%20to%20everyone,https://idunnoguesswho.github.io/snowflake/worksheets/71.html,,,,2
72,2026-06-03,Oliver,Brain Activation,10,Connection & Play - Question Jar,,Pull a question from a jar at a meal or quiet moment and let everyone answer.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Question%20Jar%20Pull%20a%20question%20from%20a%20jar%20at%20a%20meal%20or%20quiet%20moment%20and%20let%20everyone%20answer.,https://idunnoguesswho.github.io/snowflake/worksheets/72.html,,,,2
73,2026-06-03,Oliver,Brain Activation,20,Connection & Play - Outdoor Play Challenge,,"Go outside for 20 minutes with no screens. Everyone moves, and everyone laughs at least once.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Outdoor%20Play%20Challenge%20Go%20outside%20for%2020%20minutes%20with%20no%20screens.%20Everyone%20moves%2C%20and%20everyone%20laughs%20a,https://idunnoguesswho.github.io/snowflake/worksheets/73.html,,,,4
74,2026-06-03,Logan,Brain Activation,5,Movement & Cross-Body - Cross Crawl,,Touch opposite hand to opposite knee while marching in place for 20 reps. Hum while doing it for an extra brain boost.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Cross%20Crawl%20Touch%20opposite%20hand%20to%20opposite%20knee%20while%20marching%20in%20place%20for%2020%20reps.%20Hum%20wh,https://idunnoguesswho.github.io/snowflake/worksheets/74.html,,,,1
75,2026-06-03,Logan,Brain Activation,5,Movement & Cross-Body - Brain Buttons,,"Press below the collarbone with one hand while the other hand rests on the belly button. Hold 30 seconds, then switch.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Brain%20Buttons%20Press%20below%20the%20collarbone%20with%20one%20hand%20while%20the%20other%20hand%20rests%20on%20the%20belly,https://idunnoguesswho.github.io/snowflake/worksheets/75.html,,,,1
76,2026-06-03,Logan,Brain Activation,5,Movement & Cross-Body - Hook-Ups / Energy Yawn,,"Cross ankles and wrists, clasp hands, pull toward chest, and breathe slowly for 1 minute.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Hook-Ups%20%2F%20Energy%20Yawn%20Cross%20ankles%20and%20wrists%2C%20clasp%20hands%2C%20pull%20toward%20chest%2C%20and%20breathe%20slowly%20for%20,https://idunnoguesswho.github.io/snowflake/worksheets/76.html,,,,1
77,2026-06-03,Logan,Brain Activation,5,Movement & Cross-Body - Figure 8 Eyes,,Trace a sideways figure 8 with your thumb while following only with your eyes. Do 5 reps each direction.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Figure%208%20Eyes%20Trace%20a%20sideways%20figure%208%20with%20your%20thumb%20while%20following%20only%20with%20your%20eyes.%20D,https://idunnoguesswho.github.io/snowflake/worksheets/77.html,,,,1
78,2026-06-03,Logan,Brain Activation,10,Movement & Cross-Body - Lazy 8 Drawing,,"Draw a large sideways 8, starting in the centre and going left first. Trace with dominant hand, non-dominant hand, then both hands.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Lazy%208%20Drawing%20Draw%20a%20large%20sideways%208%2C%20starting%20in%20the%20centre%20and%20going%20left%20first.%20Trace%20with,https://idunnoguesswho.github.io/snowflake/worksheets/78.html,,,,2
79,2026-06-03,Logan,Brain Activation,10,Movement & Cross-Body - Juggling Practice,,"Practice juggling with one ball, then two. Focus on trying, tracking, and coordination rather than perfection.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Movement%20%26%20Cross-Body%20-%20Juggling%20Practice%20Practice%20juggling%20with%20one%20ball%2C%20then%20two.%20Focus%20on%20trying%2C%20tracking%2C%20and%20coordi,https://idunnoguesswho.github.io/snowflake/worksheets/79.html,,,,2
80,2026-06-03,Logan,Brain Activation,5,Breathing & Calm - Box Breathing,,"Breathe in for 4, hold for 4, out for 4, hold for 4. Repeat 4 rounds.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Breathing%20%26%20Calm%20-%20Box%20Breathing%20Breathe%20in%20for%204%2C%20hold%20for%204%2C%20out%20for%204%2C%20hold%20for%204.%20Repeat%204%20rounds.,https://idunnoguesswho.github.io/snowflake/worksheets/80.html,,,,1
81,2026-06-03,Logan,Brain Activation,5,Breathing & Calm - 4-7-8 Breathing,,"Breathe in for 4, hold for 7, and breathe out slowly for 8. Repeat calmly.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Breathing%20%26%20Calm%20-%204-7-8%20Breathing%20Breathe%20in%20for%204%2C%20hold%20for%207%2C%20and%20breathe%20out%20slowly%20for%208.%20Repeat%20calmly.,https://idunnoguesswho.github.io/snowflake/worksheets/81.html,,,,1
82,2026-06-03,Logan,Brain Activation,5,Breathing & Calm - Belly Breathing,,Put one hand on chest and one on belly. Take 5 slow breaths so only the belly hand moves.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Breathing%20%26%20Calm%20-%20Belly%20Breathing%20Put%20one%20hand%20on%20chest%20and%20one%20on%20belly.%20Take%205%20slow%20breaths%20so%20only%20the%20belly%20ha,https://idunnoguesswho.github.io/snowflake/worksheets/82.html,,,,1
83,2026-06-03,Logan,Brain Activation,5,Breathing & Calm - Flower and Candle,,"Pretend to smell a flower with a slow nose inhale, then blow out a candle with a long mouth exhale. Do 5 rounds.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Breathing%20%26%20Calm%20-%20Flower%20and%20Candle%20Pretend%20to%20smell%20a%20flower%20with%20a%20slow%20nose%20inhale%2C%20then%20blow%20out%20a%20candle%20with%20a,https://idunnoguesswho.github.io/snowflake/worksheets/83.html,,,,1
84,2026-06-03,Logan,Brain Activation,5,Breathing & Calm - Star Breathing,,"Trace up and down each finger while breathing in and out, completing one calm hand-tracing cycle.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Breathing%20%26%20Calm%20-%20Star%20Breathing%20Trace%20up%20and%20down%20each%20finger%20while%20breathing%20in%20and%20out%2C%20completing%20one%20calm%20ha,https://idunnoguesswho.github.io/snowflake/worksheets/84.html,,,,1
85,2026-06-03,Logan,Brain Activation,10,Music & Rhythm - Mood Playlist Challenge,,"Create or choose songs for three playlists: energy, focus, and calm. Pick one to shift the mood today.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Music%20%26%20Rhythm%20-%20Mood%20Playlist%20Challenge%20Create%20or%20choose%20songs%20for%20three%20playlists%3A%20energy%2C%20focus%2C%20and%20calm.%20Pick%20one%20to,https://idunnoguesswho.github.io/snowflake/worksheets/85.html,,,,2
86,2026-06-03,Logan,Brain Activation,5,Music & Rhythm - Body Percussion,,"Make a rhythm using claps, snaps, knee pats, and stomps. Copy someone else's pattern, then switch.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Music%20%26%20Rhythm%20-%20Body%20Percussion%20Make%20a%20rhythm%20using%20claps%2C%20snaps%2C%20knee%20pats%2C%20and%20stomps.%20Copy%20someone%20else%27s%20pat,https://idunnoguesswho.github.io/snowflake/worksheets/86.html,,,,1
87,2026-06-03,Logan,Brain Activation,5,Music & Rhythm - Humming Meditation,,"Sit comfortably, inhale, then hum one steady note on the exhale. Repeat 5 times and notice the vibration.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Music%20%26%20Rhythm%20-%20Humming%20Meditation%20Sit%20comfortably%2C%20inhale%2C%20then%20hum%20one%20steady%20note%20on%20the%20exhale.%20Repeat%205%20times%20,https://idunnoguesswho.github.io/snowflake/worksheets/87.html,,,,1
88,2026-06-03,Logan,Brain Activation,5,Music & Rhythm - Sing What You Feel,,Pick a simple tune and sing a few lines about what you feel right now. Silly or serious both count.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Music%20%26%20Rhythm%20-%20Sing%20What%20You%20Feel%20Pick%20a%20simple%20tune%20and%20sing%20a%20few%20lines%20about%20what%20you%20feel%20right%20now.%20Silly%20or%20,https://idunnoguesswho.github.io/snowflake/worksheets/88.html,,,,1
89,2026-06-03,Logan,Brain Activation,5,Music & Rhythm - Rhythm Mirroring Game,,One person taps a rhythm while the other mirrors it exactly. Switch roles and gradually add complexity.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Music%20%26%20Rhythm%20-%20Rhythm%20Mirroring%20Game%20One%20person%20taps%20a%20rhythm%20while%20the%20other%20mirrors%20it%20exactly.%20Switch%20roles%20and%20gr,https://idunnoguesswho.github.io/snowflake/worksheets/89.html,,,,1
90,2026-06-03,Logan,Brain Activation,10,Creative Expression - Emotion Colour Map,,"Choose colours for feelings, then fill a page with colours and marks that show today's emotions.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Creative%20Expression%20-%20Emotion%20Colour%20Map%20Choose%20colours%20for%20feelings%2C%20then%20fill%20a%20page%20with%20colours%20and%20marks%20that%20show%20t,https://idunnoguesswho.github.io/snowflake/worksheets/90.html,,,,2
91,2026-06-03,Logan,Brain Activation,5,Creative Expression - Morning Pages,,"Write three unedited lines about anything: dreams, worries, funny thoughts, or what is on your mind.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Creative%20Expression%20-%20Morning%20Pages%20Write%20three%20unedited%20lines%20about%20anything%3A%20dreams%2C%20worries%2C%20funny%20thoughts%2C%20or%20w,https://idunnoguesswho.github.io/snowflake/worksheets/91.html,,,,1
92,2026-06-03,Logan,Brain Activation,10,Creative Expression - Worry Jar Drawings,,"Draw worries on small papers, fold them, and place them in a jar to contain them outside your head.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Creative%20Expression%20-%20Worry%20Jar%20Drawings%20Draw%20worries%20on%20small%20papers%2C%20fold%20them%2C%20and%20place%20them%20in%20a%20jar%20to%20contain%20them,https://idunnoguesswho.github.io/snowflake/worksheets/92.html,,,,2
93,2026-06-03,Logan,Brain Activation,5,Creative Expression - Gratitude Doodle,,Draw three things you are grateful for today. Simple sketches and stick figures are welcome.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Creative%20Expression%20-%20Gratitude%20Doodle%20Draw%20three%20things%20you%20are%20grateful%20for%20today.%20Simple%20sketches%20and%20stick%20figures%20,https://idunnoguesswho.github.io/snowflake/worksheets/93.html,,,,1
94,2026-06-03,Logan,Brain Activation,15,Creative Expression - Collage Your Day,,Cut or tear pictures from old magazines or flyers and make a collage that shows how the day felt.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Creative%20Expression%20-%20Collage%20Your%20Day%20Cut%20or%20tear%20pictures%20from%20old%20magazines%20or%20flyers%20and%20make%20a%20collage%20that%20shows%20,https://idunnoguesswho.github.io/snowflake/worksheets/94.html,,,,3
95,2026-06-03,Logan,Brain Activation,10,Logic & Problem Solving - Quick Challenges,,"Try quick brain teasers, patterns, categories, and word challenges from the workbook.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Logic%20%26%20Problem%20Solving%20-%20Quick%20Challenges%20Try%20quick%20brain%20teasers%2C%20patterns%2C%20categories%2C%20and%20word%20challenges%20from%20the%20work,https://idunnoguesswho.github.io/snowflake/worksheets/95.html,,,,2
96,2026-06-03,Logan,Brain Activation,10,Logic & Problem Solving - Design Challenge,,"Using paper, tape, and 10 toothpicks or straws, build the tallest freestanding tower you can in 10 minutes.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Logic%20%26%20Problem%20Solving%20-%20Design%20Challenge%20Using%20paper%2C%20tape%2C%20and%2010%20toothpicks%20or%20straws%2C%20build%20the%20tallest%20freestanding%20t,https://idunnoguesswho.github.io/snowflake/worksheets/96.html,,,,2
97,2026-06-03,Logan,Brain Activation,10,Logic & Problem Solving - LEGO / Block Architecture,,"Build something that represents how you feel today, then describe it to someone.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Logic%20%26%20Problem%20Solving%20-%20LEGO%20%2F%20Block%20Architecture%20Build%20something%20that%20represents%20how%20you%20feel%20today%2C%20then%20describe%20it%20to%20someone.,https://idunnoguesswho.github.io/snowflake/worksheets/97.html,,,,2
98,2026-06-03,Logan,Brain Activation,5,Mindfulness & Grounding - 5-4-3-2-1 Method,,"Name 5 things you see, 4 you touch, 3 you hear, 2 you smell, and 1 you taste.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%205-4-3-2-1%20Method%20Name%205%20things%20you%20see%2C%204%20you%20touch%2C%203%20you%20hear%2C%202%20you%20smell%2C%20and%201%20you%20taste.,https://idunnoguesswho.github.io/snowflake/worksheets/98.html,,,,1
99,2026-06-03,Logan,Brain Activation,10,Mindfulness & Grounding - Body Scan,,"Starting at the feet and moving to the head, notice each body part without trying to change anything.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%20Body%20Scan%20Starting%20at%20the%20feet%20and%20moving%20to%20the%20head%2C%20notice%20each%20body%20part%20without%20tryin,https://idunnoguesswho.github.io/snowflake/worksheets/99.html,,,,2
100,2026-06-03,Logan,Brain Activation,5,Mindfulness & Grounding - Safe Place Visualization,,"Imagine a real or made-up place where you feel safe. Notice colours, sounds, smells, and temperature.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Mindfulness%20%26%20Grounding%20-%20Safe%20Place%20Visualization%20Imagine%20a%20real%20or%20made-up%20place%20where%20you%20feel%20safe.%20Notice%20colours%2C%20sounds%2C%20sme,https://idunnoguesswho.github.io/snowflake/worksheets/100.html,,,,1
101,2026-06-03,Logan,Brain Activation,10,Connection & Play - Two Truths and a Wish,,Each person shares two true things and one wish. Guess which one is the wish.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Two%20Truths%20and%20a%20Wish%20Each%20person%20shares%20two%20true%20things%20and%20one%20wish.%20Guess%20which%20one%20is%20the%20wish.,https://idunnoguesswho.github.io/snowflake/worksheets/101.html,,,,2
102,2026-06-03,Logan,Brain Activation,5,"Connection & Play - Rose, Bud, Thorn",,"Share a rose, a thorn, and a bud: something good, something hard, and something to look forward to.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Rose%2C%20Bud%2C%20Thorn%20Share%20a%20rose%2C%20a%20thorn%2C%20and%20a%20bud%3A%20something%20good%2C%20something%20hard%2C%20and%20something%20,https://idunnoguesswho.github.io/snowflake/worksheets/102.html,,,,1
103,2026-06-03,Logan,Brain Activation,10,Connection & Play - Compliment Circle,,Go around the table and have each person give one genuine compliment to everyone else.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Compliment%20Circle%20Go%20around%20the%20table%20and%20have%20each%20person%20give%20one%20genuine%20compliment%20to%20everyone,https://idunnoguesswho.github.io/snowflake/worksheets/103.html,,,,2
104,2026-06-03,Logan,Brain Activation,10,Connection & Play - Question Jar,,Pull a question from a jar at a meal or quiet moment and let everyone answer.,,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Question%20Jar%20Pull%20a%20question%20from%20a%20jar%20at%20a%20meal%20or%20quiet%20moment%20and%20let%20everyone%20answer.,https://idunnoguesswho.github.io/snowflake/worksheets/104.html,,,,2
105,2026-06-03,Logan,Brain Activation,20,Connection & Play - Outdoor Play Challenge,,"Go outside for 20 minutes with no screens. Everyone moves, and everyone laughs at least once.",,https://www.youtube.com/results?search_query=brain%20break%20activity%20for%20kids%20Connection%20%26%20Play%20-%20Outdoor%20Play%20Challenge%20Go%20outside%20for%2020%20minutes%20with%20no%20screens.%20Everyone%20moves%2C%20and%20everyone%20laughs%20a,https://idunnoguesswho.github.io/snowflake/worksheets/105.html,,,,4
106,2026-06-03,Oliver,Recovery,15,Alateen 01 - What this is for,,"Adult-guided. Read or explain: Alateen is for young people affected by someone else's drinking. Draw one hope for what Oliver wants to feel more of: calm, safety, honesty, or fun.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2001%20-%20What%20this%20is%20for%20Adult-guided.%20Read%20or%20explain%3A%20Alateen%20is%20for%20young%20people%20affected%20by%20someone%20e,https://idunnoguesswho.github.io/snowflake/worksheets/106.html,2026-06-04,,FALSE,3
107,2026-06-03,Logan,Recovery,15,Alateen 01 - What this is for,,"Adult-guided. Read or explain: Alateen is for young people affected by someone else's drinking. Draw one hope for what Logan wants to feel more of: calm, safety, honesty, or fun.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2001%20-%20What%20this%20is%20for%20Adult-guided.%20Read%20or%20explain%3A%20Alateen%20is%20for%20young%20people%20affected%20by%20someone%20e,https://idunnoguesswho.github.io/snowflake/worksheets/107.html,2026-06-04,,FALSE,3
108,2026-06-03,Oliver,Recovery,15,Alateen 02 - Feelings weather,,"Draw today's feelings as weather: sunny, cloudy, stormy, windy, mixed. Add one sentence: Feelings are messages, not trouble. Share only what feels okay.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2002%20-%20Feelings%20weather%20Draw%20today%27s%20feelings%20as%20weather%3A%20sunny%2C%20cloudy%2C%20stormy%2C%20windy%2C%20mixed.%20Add%20one%20s,https://idunnoguesswho.github.io/snowflake/worksheets/108.html,,,FALSE,3
109,2026-06-03,Logan,Recovery,15,Alateen 02 - Feelings weather,,"Draw today's feelings as weather: sunny, cloudy, stormy, windy, mixed. Add one sentence: Feelings are messages, not trouble. Share only what feels okay.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2002%20-%20Feelings%20weather%20Draw%20today%27s%20feelings%20as%20weather%3A%20sunny%2C%20cloudy%2C%20stormy%2C%20windy%2C%20mixed.%20Add%20one%20s,https://idunnoguesswho.github.io/snowflake/worksheets/109.html,,,FALSE,3
110,2026-06-03,Oliver,Recovery,15,Alateen 03 - The 3 Cs,,"Make a 3 Cs card: I did not cause it. I cannot control it. I cannot cure it. Add: I can choose one safe, kind thing for myself today.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2003%20-%20The%203%20Cs%20Make%20a%203%20Cs%20card%3A%20I%20did%20not%20cause%20it.%20I%20cannot%20control%20it.%20I%20cannot%20cure%20it.%20Add,https://idunnoguesswho.github.io/snowflake/worksheets/110.html,,,FALSE,3
111,2026-06-03,Logan,Recovery,15,Alateen 03 - The 3 Cs,,"Make a 3 Cs card: I did not cause it. I cannot control it. I cannot cure it. Add: I can choose one safe, kind thing for myself today.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2003%20-%20The%203%20Cs%20Make%20a%203%20Cs%20card%3A%20I%20did%20not%20cause%20it.%20I%20cannot%20control%20it.%20I%20cannot%20cure%20it.%20Add,https://idunnoguesswho.github.io/snowflake/worksheets/111.html,,,FALSE,3
112,2026-06-03,Oliver,Recovery,15,Alateen 04 - My safe people map,,Draw five safe people or places Oliver can go to when worried. Include at least one adult outside the home. Practice one sentence: I need help with a grown-up problem.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2004%20-%20My%20safe%20people%20map%20Draw%20five%20safe%20people%20or%20places%20Oliver%20can%20go%20to%20when%20worried.%20Include%20at%20least%20,https://idunnoguesswho.github.io/snowflake/worksheets/112.html,,,FALSE,3
113,2026-06-03,Logan,Recovery,15,Alateen 04 - My safe people map,,Draw five safe people or places Logan can go to when worried. Include at least one adult outside the home. Practice one sentence: I need help with a grown-up problem.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2004%20-%20My%20safe%20people%20map%20Draw%20five%20safe%20people%20or%20places%20Logan%20can%20go%20to%20when%20worried.%20Include%20at%20least%20o,https://idunnoguesswho.github.io/snowflake/worksheets/113.html,,,FALSE,3
114,2026-06-03,Oliver,Recovery,15,Alateen 05 - Calm body reset,,"Practice 4-4 breathing for two minutes, then name 5 things seen, 4 felt, 3 heard, 2 smelled, 1 tasted. Circle which part helped most.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2005%20-%20Calm%20body%20reset%20Practice%204-4%20breathing%20for%20two%20minutes%2C%20then%20name%205%20things%20seen%2C%204%20felt%2C%203%20heard,https://idunnoguesswho.github.io/snowflake/worksheets/114.html,,,FALSE,3
115,2026-06-03,Logan,Recovery,15,Alateen 05 - Calm body reset,,"Practice 4-4 breathing for two minutes, then name 5 things seen, 4 felt, 3 heard, 2 smelled, 1 tasted. Circle which part helped most.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2005%20-%20Calm%20body%20reset%20Practice%204-4%20breathing%20for%20two%20minutes%2C%20then%20name%205%20things%20seen%2C%204%20felt%2C%203%20heard,https://idunnoguesswho.github.io/snowflake/worksheets/115.html,,,FALSE,3
116,2026-06-03,Oliver,Recovery,15,Alateen 06 - One day at a time,,Fold paper into Today and Not Today. Put one thing Oliver can do today on the Today side. Put grown-up worries on Not Today and hand them to a trusted adult.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2006%20-%20One%20day%20at%20a%20time%20Fold%20paper%20into%20Today%20and%20Not%20Today.%20Put%20one%20thing%20Oliver%20can%20do%20today%20on%20the%20To,https://idunnoguesswho.github.io/snowflake/worksheets/116.html,,,FALSE,3
117,2026-06-03,Logan,Recovery,15,Alateen 06 - One day at a time,,Fold paper into Today and Not Today. Put one thing Logan can do today on the Today side. Put grown-up worries on Not Today and hand them to a trusted adult.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2006%20-%20One%20day%20at%20a%20time%20Fold%20paper%20into%20Today%20and%20Not%20Today.%20Put%20one%20thing%20Logan%20can%20do%20today%20on%20the%20Tod,https://idunnoguesswho.github.io/snowflake/worksheets/117.html,,,FALSE,3
118,2026-06-03,Oliver,Recovery,15,Alateen 07 - HALT check,,"Check HALT: hungry, angry, lonely, tired. Pick one small fix: snack, movement, talk to safe person, rest. Notice how the feeling changes after five minutes.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2007%20-%20HALT%20check%20Check%20HALT%3A%20hungry%2C%20angry%2C%20lonely%2C%20tired.%20Pick%20one%20small%20fix%3A%20snack%2C%20movement%2C%20t,https://idunnoguesswho.github.io/snowflake/worksheets/118.html,,,FALSE,3
119,2026-06-03,Logan,Recovery,15,Alateen 07 - HALT check,,"Check HALT: hungry, angry, lonely, tired. Pick one small fix: snack, movement, talk to safe person, rest. Notice how the feeling changes after five minutes.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2007%20-%20HALT%20check%20Check%20HALT%3A%20hungry%2C%20angry%2C%20lonely%2C%20tired.%20Pick%20one%20small%20fix%3A%20snack%2C%20movement%2C%20t,https://idunnoguesswho.github.io/snowflake/worksheets/119.html,,,FALSE,3
120,2026-06-03,Oliver,Recovery,15,Alateen 08 - Boundaries bubble,,"Draw a bubble around Oliver. Inside: things I can choose. Outside: other people's moods, drinking, choices, and arguments. Pick one boundary sentence to practice.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2008%20-%20Boundaries%20bubble%20Draw%20a%20bubble%20around%20Oliver.%20Inside%3A%20things%20I%20can%20choose.%20Outside%3A%20other%20people%27,https://idunnoguesswho.github.io/snowflake/worksheets/120.html,,,FALSE,3
121,2026-06-03,Logan,Recovery,15,Alateen 08 - Boundaries bubble,,"Draw a bubble around Logan. Inside: things I can choose. Outside: other people's moods, drinking, choices, and arguments. Pick one boundary sentence to practice.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2008%20-%20Boundaries%20bubble%20Draw%20a%20bubble%20around%20Logan.%20Inside%3A%20things%20I%20can%20choose.%20Outside%3A%20other%20people%27s,https://idunnoguesswho.github.io/snowflake/worksheets/121.html,,,FALSE,3
