ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
148,2026-06-03,Oliver,Math ,5,Clock Challenge,Defi de l'horloge,"Read an analog clock, then say what time it will be in 25 minutes.","Lis une horloge analogique, puis dis l'heure dans 25 minutes.",,,,,FALSE,1
149,2026-06-03,Oliver,Math ,10,Area Builder,Constructeur d'aire,Use Lego or grid paper to build rectangles. Count square units and write the multiplication sentence.,Utilise des Lego ou du papier quadrille pour faire des rectangles. Compte les carres et ecris la multiplication.,,,,,FALSE,2
150,2026-06-03,Oliver,Math ,10,Snack Data Graph,Graphique des collations,"Ask 5 people their favourite snack, tally the answers, make a bar graph, and explain most and least popular.","Demande a 5 personnes leur collation preferee, fais un tableau, cree un graphique a barres, et explique le plus et le moins populaire.",,,,,FALSE,2
151,2026-06-03,Oliver,Science ,10,Water Cycle Sketch,Schema du cycle de l'eau,"Draw and label evaporation, condensation, precipitation, and collection.","Dessine et etiquette evaporation, condensation, precipitation, et accumulation.",,,,2026-06-04,FALSE,2
152,2026-06-03,Oliver,Science ,5,Force Hunt,Chasse aux forces,"Find 5 pushes or pulls around the house. Sort them into push, pull, or both.","Trouve 5 poussees ou tractions dans la maison. Classe-les: pousser, tirer, ou les deux.",,,,,FALSE,1
153,2026-06-03,Oliver,Science ,10,Simple Machine Spotting,Cherche les machines simples,"Find a lever, wheel and axle, inclined plane, wedge, screw, or pulley. Sketch one and explain how it helps.","Trouve un levier, une roue et un essieu, un plan incline, un coin, une vis, ou une poulie. Dessine-en un et explique comment il aide.",,,,,FALSE,2
154,2026-06-03,Oliver,Science ,5,Soil Detective,Detective du sol,Observe a spoonful of soil or dirt. Record 3 observations and 1 question.,Observe une cuilleree de sol ou de terre. Note 3 observations et 1 question.,,,,,FALSE,1
155,2026-06-03,Oliver,Science ,10,Toy Car Investigation,Experience avec voiture jouet,Test which surface makes a toy car roll farthest. Record results and say what made the test fair.,Teste quelle surface fait rouler une voiture jouet le plus loin. Note les resultats et explique ce qui rend le test juste.,,,,,FALSE,2
156,2026-06-03,Oliver,Science ,5,Magnet Test,Test d'aimants,Predict and test 10 objects. Sort them into magnetic and not magnetic.,Predis et teste 10 objets. Classe-les: magnetique ou non magnetique.,,,,,FALSE,1
196,2026-06-03,Oliver,Social Studies ,15,The Environment,,Identify 3 positive and 3 negative human impacts on Alberta's environment; propose a solution for each negative impact. 6 impacts plus 3 solutions French,,,,,,,3
197,2026-06-03,Oliver,ELA,15,The Environment,,"Write a poem from the point of view of a river, forest, or endangered animal using vivid imagery and figurative language. At least 12 lines English",,,,,,,3
198,2026-06-03,Oliver,FLA,15,Canadian History,,"Find and read a French article about Canadian history. Main idea, 3 details, 2 vocabulary words with definitions French",,,,,,,3
199,2026-06-03,Oliver,ELA,15,Canadian History,,Write a first-person narrative from the perspective of a child pioneer in early Canada. 8-10 sentences French,,,,,,,3
200,2026-06-03,Oliver,Math ,15,Canadian History,,"Calculate years since Confederation, years between Confederation and Calgary Stampede, and Terry Fox's age today. 3 historical math answers Either",,,,,,,3
201,2026-06-03,Oliver,Math ,15,Canadian History,,"Convert 3/4 to decimal and percent, 0.6 to fraction and percent, and 45% to decimal and fraction. Conversions with work shown Either",,,,,,,3
202,2026-06-03,Oliver,Science ,15,Canadian History,,"Choose a Canadian invention and explain the problem it solved, the science behind it, its impact, and the inventor. Short explanation Either",,,,,,,3
203,2026-06-03,Oliver,Social Studies ,15,Canadian History,,"Explain reconciliation in Canada, name the 3 main Indigenous groups, explain residential schools, and why this history matters. 6-8 sentences Either",,,,,,,3
204,2026-06-03,Oliver,ELA,15,Canadian History,,"Write a short story set in Canada in the 1800s with accurate historical details, a conflict, and a resolution. 1-2 paragraphs English",,,,,,,3
205,2026-06-03,Oliver,FLA,15,Real-World Math,,Create a graph about something in your life and interpret the data. Graph plus paragraph French,,,,,,,3
206,2026-06-03,Oliver,ELA,15,Real-World Math,,"Plan how to spend $150 during the summer using categories, amounts, and justifications. Budget table French",,,,,,,3
207,2026-06-03,Oliver,Math ,15,Real-World Math,,"Write 3 real-life ratios, simplify each, and explain what 1:3 means. 3 simplified ratios plus explanation Either",,,,,,,3
208,2026-06-03,Oliver,Math ,15,Real-World Math,,"Calculate simple interest on $200 at 3% for 1 year and 3 years, then total savings after 3 years. Interest calculations Either",,,,,,,3
209,2026-06-03,Oliver,Math ,15,Real-World Math,,"Flip a coin 20 times, predict heads, record results, compare prediction, and calculate experimental probability. Prediction, tally, probability Either",,,,,,,3
210,2026-06-03,Oliver,Science ,15,Real-World Math,,"Define circuit, conductor, insulator, series circuit, and parallel circuit; draw a simple series circuit. Definitions plus labeled diagram Either",,,,,,,3
211,2026-06-03,Oliver,Social Studies ,15,Real-World Math,,"Choose a product and trace its path from raw materials to your hands, including countries, jobs, and environmental cost. Product journey explanation Either",,,,,,,3
212,2026-06-03,Oliver,ELA,15,Real-World Math,,"Design an infographic about an interesting math concept. Clear visual with title, numbers, and representations Either",,,,,,,3
213,2026-06-03,Oliver,FLA,15,Body and Health,,"Conjugate aller and avoir in present, passe compose, and futur simple; write original sentences in each tense. Conjugation tables plus 2 sentences per tense French",,,,,,,3
214,2026-06-03,Oliver,FLA,15,Body and Health,,Explain the difference between imparfait and passe compose. Explanation plus 2 examples of each French,,,,,,,3
215,2026-06-03,Oliver,ELA,15,Body and Health,,"Write about your ideal healthy day from morning to night using passe compose. Narrative including meals, activities, and feelings French",,,,,,,3
216,2026-06-03,Oliver,Math ,15,Body and Health,,"Measure heart rate at rest, after light exercise, and after moderate exercise; create a table and line graph. Table, graph, conclusions Either",,,,,,,3
217,2026-06-03,Oliver,Math ,15,Body and Health,,"Convert 2.5 km to m, 1500 mL to L, 4.2 kg to g, and 350 cm to m; create a real-world word problem. Conversions plus word problem Either",,,,,,,3
218,2026-06-03,Oliver,Science ,15,Body and Health,,"Describe digestive, circulatory, respiratory, and skeletal systems and how they work together during exercise. Explanation with specific example Either",,,,,,,3
219,2026-06-03,Oliver,Social Studies ,15,Body and Health,,"Define mental health, resilience, stress, and coping strategies; list 5 healthy coping strategies and explain why each works. Definitions plus 5 strategies Either",,,,,,,3
220,2026-06-03,Oliver,ELA,15,Body and Health,,"Write a short magazine article for kids about one aspect of health. 10-12 sentences with headline, intro, 3 points, conclusion English",,,,,,,3
221,2026-06-03,Oliver,FLA,15,Technology and the Future,,"Use linking words in original sentences: premierement, deuxiemement, cependant, d'autre part, par consequent, en conclusion, malgre, en raison de. 8 original sentences French",,,,,,,3
222,2026-06-03,Oliver,FLA,15,Technology and the Future,,"Read or watch something about AI or technology. 3 facts, 2 opinions, 1 question French",,,,,,,3
223,2026-06-03,Oliver,ELA,15,Technology and the Future,,"Write an informational text explaining what AI is, how it works simply, and 2 ways it affects daily life. 8-10 sentences using linking words French",,,,,,,3
224,2026-06-03,Oliver,Math,15,Technology and the Future,,"If n = 5, solve 3n + 2, 4n - 7, n^2 + 1, and 2(n + 3); write a word problem with n as an unknown. 4 answers plus word problem Either",,,,,,,3
225,2026-06-03,Oliver,Math,15,Technology and the Future,,"Solve order-of-operations problems: (3 + 4) x 2 - 1, 5^2 - (3 x 4) + 2, and 12 / (2 + 1) x 4. 3 answers plus rule explanation Either",,,,,,,3
226,2026-06-03,Oliver,Science,15,Technology and the Future,,"Compare solar, wind, and hydroelectric energy and decide which Alberta should invest in most. Table: source, how it works, pros, cons, Alberta availability; recommendation Either",,,,,,,3
227,2026-06-03,Oliver,Social,15,Technology and the Future,,"Define globalization, give 3 daily-life examples, and list 2 advantages and 2 disadvantages. Definition, examples, pros, cons Either",,,,,,,3
228,2026-06-03,Oliver,ELA,15,Technology and the Future,,"Describe or draw your ideal city of 2075, considering housing, transportation, energy, food, recreation, and environment. 10 French sentences or labeled drawing French",,,,,,,3
229,2026-06-03,Oliver,FLA,15,Arts and Culture,,"Read a French short story or fable and analyze it. Theme, protagonist, conflict, opinion with 2 reasons French",,,,,,,3
230,2026-06-03,Oliver,ELA,15,Arts and Culture,,"Write a French short story with exposition, rising action, climax, resolution, and dialogue. At least 10 sentences French",,,,,,,3
231,2026-06-03,Oliver,Math,15,Arts and Culture,,"Calculate area and perimeter for a circle with radius 6 cm, a triangle with base 10 cm and height 7 cm, and a parallelogram with base 9 cm and height 5 cm. Formulas and calculations; note any missing side lengths for perimeter Either",,,,,,,3
232,2026-06-03,Oliver,Math,15,Arts and Culture,,"Draw a shape on a grid and show a translation, reflection, and 90-degree rotation. Labeled transformation drawing French labels",,,,,,,3
233,2026-06-03,Oliver,Science,15,Arts and Culture,,"Explain how the eye perceives colour using rods, cones, and wavelengths; explain why we see different colours and why some people are colour-blind. Explanation plus diagram Either",,,,,,,3
234,2026-06-03,Oliver,Social Studies,15,Arts and Culture,,"Name 5 Francophone communities or regions in Canada outside Quebec, describe their history, and explain why French culture matters in Canada. 6-8 sentences French",,,,,,,3
235,2026-06-03,Oliver,ELA,15,Arts and Culture,,"Find an artwork and analyze what you see, what it means, and what feelings it evokes using art vocabulary. English paragraph English",,,,,,,3
236,2026-06-03,Oliver,FLA,15,Global Issues,,"Identify the type and purpose of a newspaper article, recipe, letter, advertisement, poem, and scientific report; write examples of two types. Type/purpose list plus two 4-sentence French examples French",,,,,,,3
237,2026-06-03,Oliver,Social,15,Global Issues,,"Choose climate action, social media age limits, or universal basic income; write both sides, then state your position. 4 sentences per side plus personal position French",,,,,,,3
238,2026-06-03,Oliver,Math,15,Global Issues,,Use world population estimates to calculate Canada's share of the world population and the fraction of people without clean water. Percentage and fraction calculations Either,,,,,,,3
239,2026-06-03,Oliver,Math,15,Global Issues,,Use map scale 1 cm = 500 km to find the real distance for 3.5 cm; create your own scale and draw a simple map. Scale answer plus map Either,,,,,,,3
240,2026-06-03,Oliver,Science,15,Global Issues,,"Explain the greenhouse effect, list 5 human activities that increase greenhouse gases, 5 reduction actions, and what Canada can do. Explanation and lists Either",,,,,,,3
241,2026-06-03,Oliver,Social Studies,15,Global Issues,,"Choose a human rights issue and write about the issue, who is affected, and possible solutions. 3-paragraph essay French",,,,,,,3
242,2026-06-03,Oliver,ELA,15,Global Issues,,"Write a compelling opening paragraph for an essay about a global issue you care about. 5-7 sentences with hook, context, clear thesis English",,,,,,,3
243,2026-06-03,Oliver,FLA,15,My Summer Review,,"List 20 French words learned or used this summer. Word, English meaning, original sentence for each French + English meanings",,,,,,,3
244,2026-06-03,Oliver,FLA,15,My Summer Review,,"Write 3 sentences in imparfait, 3 in passe compose, 3 in futur simple, plus 2 challenge sentences using two tenses. 11 total sentences French",,,,,,,3
245,2026-06-03,Oliver,ELA,15,My Summer Review,,"Write a formal French letter to your Grade 6 teacher introducing yourself. Letter: who you are, summer activities, pride point, Grade 6 goal French",,,,,,,3
246,2026-06-03,Oliver,Math,15,My Summer Review,,Complete final multi-step problems: fruit purchase total/change and garden fencing/flower area. Calculations shown Either,,,,,,,3
247,2026-06-03,Oliver,Science,15,My Summer Review,,"Ask one question about the natural world, write a hypothesis, and plan an experiment or research using the scientific method. Scientific method format Either",,,,,,,3
248,2026-06-03,Oliver,Social Studies,15,My Summer Review,,"Describe 3 specific ways you plan to make a positive difference in school, community, or the world in Grade 6 and beyond. 3 realistic actions French",,,,,,,3
250,2026-06-03,Logan,FLA,8,Message minute,Minute message,"Explain your day, a book, or a science idea in French for 60 seconds. Then write 3 complete French sentences using: Je pense que..., Parce que..., Aussi... Grade 4 twist: add premierement, ensuite, finalement, or cependant.","Explique ta journee, un livre, ou une idee de science en francais pendant 60 secondes. Ecris 3 phrases completes avec: Je pense que..., Parce que..., Aussi... Defi 4e annee: ajoute premierement, ensuite, finalement, ou cependant.",,,,,FALSE,2
251,2026-06-03,Logan,FLA,10,Text detective,Detective du texte,"Read one short French paragraph. Find the main idea, 2 details, and 3 useful words. Sort the text as fiction or non-fiction. Grade 4 twist: identify the author's purpose.","Lis un court paragraphe en francais. Trouve l'idee principale, 2 details, et 3 mots utiles. Dis si le texte est fiction ou non-fiction. Defi 4e annee: trouve le but de l'auteur.",,,,,FALSE,2
252,2026-06-03,Logan,ELA,8,Fluency + retell,Lecture fluide + raconte,"Read aloud for 2 minutes in English. Retell beginning, middle, and end. Write one clear sentence with capitals and punctuation. Grade 4 twist: add one detail from the text as evidence.","Lis a voix haute en anglais pendant 2 minutes. Raconte le debut, le milieu, et la fin. Ecris une phrase claire avec majuscule et ponctuation. Defi 4e annee: ajoute une preuve du texte.",,,,,FALSE,2
253,2026-06-03,Logan,Math ,7,Fact ladder,Echelle de faits,"Pick one multiplication family, such as 6s. Say or write 6x1 to 6x10, then reverse as division: 42 / 6 = 7. Grade 4 twist: mix facts randomly and include one word problem.","Choisis une famille de multiplication, par exemple les 6. Dis ou ecris 6x1 a 6x10, puis inverse en division: 42 / 6 = 7. Defi 4e annee: melange les faits et ajoute un probleme.",,,,,FALSE,2
294,2026-06-03,Mom,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,2026-06-04,2026-06-04,TRUE,3
295,2026-06-04,Oliver,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
296,2026-06-05,Logan,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
297,2026-06-06,Mom,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
298,2026-06-07,Oliver,Housework,20,Kitchen floor focus,,"Kitchen zone. Sweep well, spot-mop sticky areas, and clean under the table.",,,,,,FALSE,4
299,2026-06-08,Logan,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,,,FALSE,3
300,2026-06-09,Mom,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
301,2026-06-10,Oliver,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
302,2026-06-11,Logan,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
303,2026-06-12,Mom,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
304,2026-06-13,Oliver,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
305,2026-06-14,Logan,Housework,15,Entryway tidy,,"Living Areas zone. Line up shoes, hang coats, clear mail, and wipe the entry surface.",,,,,,FALSE,3
306,2026-06-15,Mom,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
307,2026-06-16,Oliver,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
308,2026-06-17,Logan,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
309,2026-06-18,Mom,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
310,2026-06-19,Oliver,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
311,2026-06-20,Logan,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
312,2026-06-21,Mom,Housework,20,Deep wipe bathroom zones,,"Bathrooms zone. Wipe baseboards, cabinet fronts, light switches, and door handles.",,,,,,FALSE,4
313,2026-06-22,Oliver,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
314,2026-06-23,Logan,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
315,2026-06-24,Mom,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
316,2026-06-25,Oliver,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
317,2026-06-26,Logan,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
318,2026-06-27,Mom,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
319,2026-06-28,Oliver,Housework,15,Dust bedroom surfaces,,"Bedrooms zone. Dust bedroom shelves, dressers, lamps, and window ledges.",,,,,,FALSE,3
320,2026-06-29,Logan,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
321,2026-06-30,Mom,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
322,2026-07-01,Oliver,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,,,FALSE,5
323,2026-07-02,Logan,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
324,2026-07-03,Mom,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,2026-06-04,2026-06-04,TRUE,2
325,2026-07-04,Oliver,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
326,2026-07-05,Logan,Housework,10,Lint and machine wipe,,"Laundry/Mudroom zone. Clear lint, wipe washer/dryer tops, and sweep around machines.",,,,,,FALSE,2
327,2026-07-06,Mom,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,2026-06-04,2026-06-04,TRUE,5
328,2026-07-07,Oliver,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
329,2026-07-08,Logan,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
330,2026-07-09,Mom,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
331,2026-07-10,Oliver,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
332,2026-07-11,Logan,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
333,2026-07-12,Mom,Housework,15,Command center reset,,"Paper/Admin and Declutter zone. Update calendar, clear counters/mail, and place important papers where they belong.",,,,,,FALSE,3
334,2026-07-13,Oliver,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
335,2026-07-14,Logan,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
336,2026-07-15,Mom,Housework,25,Weekly home blessing: floors,,Weekly Home Blessing zone. Vacuum or sweep the main rooms; focus on visible traffic areas.,,,,,,FALSE,5
337,2026-07-16,Oliver,Housework,20,Weekly home blessing: dust and glass,,Weekly Home Blessing zone. Dust key surfaces and wipe mirrors/glass in common areas.,,,,,,FALSE,4
338,2026-07-17,Logan,Housework,15,Weekly home blessing: trash sweep,,"Weekly Home Blessing zone. Empty small bins, gather recycling, and replace liners.",,,,,,FALSE,3
339,2026-07-18,Mom,Housework,25,Weekly home blessing: bedding,,Weekly Home Blessing zone. Strip or refresh beds and start linens if needed.,,,,,,FALSE,5
340,2026-07-19,Oliver,Housework,20,Weekly home blessing: pickup,,Weekly Home Blessing zone. Do a fast pickup in every room and return items to their homes.,,,,,,FALSE,4
341,2026-07-20,Logan,Housework,25,Weekly home blessing: floors,,Weekly Home Blessing zone. Vacuum or sweep the main rooms; focus on visible traffic areas.,,,,,,FALSE,5
342,2026-07-21,Mom,Housework,20,Weekly home blessing: dust and glass,,Weekly Home Blessing zone. Dust key surfaces and wipe mirrors/glass in common areas.,,,,,,FALSE,4
343,2026-07-22,Oliver,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
344,2026-07-23,Logan,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
345,2026-07-24,Mom,Housework,20,Kitchen floor focus,,"Kitchen zone. Sweep well, spot-mop sticky areas, and clean under the table.",,,,,,FALSE,4
346,2026-07-25,Oliver,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,,,FALSE,3
347,2026-07-26,Logan,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
348,2026-07-27,Mom,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
349,2026-07-28,Oliver,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
350,2026-07-29,Logan,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
351,2026-07-30,Mom,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
352,2026-07-31,Oliver,Housework,15,Entryway tidy,,"Living Areas zone. Line up shoes, hang coats, clear mail, and wipe the entry surface.",,,,,,FALSE,3
353,2026-08-01,Logan,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
354,2026-08-02,Mom,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
355,2026-08-03,Oliver,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
356,2026-08-04,Logan,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
357,2026-08-05,Mom,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
358,2026-08-06,Oliver,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
359,2026-08-07,Logan,Housework,20,Deep wipe bathroom zones,,"Bathrooms zone. Wipe baseboards, cabinet fronts, light switches, and door handles.",,,,,,FALSE,4
360,2026-08-08,Mom,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
361,2026-08-09,Oliver,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
362,2026-08-10,Logan,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
363,2026-08-11,Mom,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
364,2026-08-12,Oliver,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
365,2026-08-13,Logan,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
366,2026-08-14,Mom,Housework,15,Dust bedroom surfaces,,"Bedrooms zone. Dust bedroom shelves, dressers, lamps, and window ledges.",,,,,,FALSE,3
367,2026-08-15,Oliver,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
368,2026-08-16,Logan,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
369,2026-08-17,Mom,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
370,2026-08-18,Oliver,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
371,2026-08-19,Logan,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,,,FALSE,2
372,2026-08-20,Mom,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
373,2026-08-21,Oliver,Housework,10,Lint and machine wipe,,"Laundry/Mudroom zone. Clear lint, wipe washer/dryer tops, and sweep around machines.",,,,,,FALSE,2
374,2026-08-22,Logan,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,,,FALSE,5
375,2026-08-23,Mom,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
376,2026-08-24,Oliver,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,,,FALSE,2
377,2026-08-25,Logan,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
378,2026-08-26,Mom,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
379,2026-08-27,Oliver,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
380,2026-08-28,Logan,Housework,15,Command center reset,,"Paper/Admin and Declutter zone. Update calendar, clear counters/mail, and place important papers where they belong.",,,,,,FALSE,3
381,2026-08-29,Mom,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
382,2026-08-30,Oliver,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
383,2026-08-31,Logan,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
384,2026-09-01,Mom,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
